ArrayTaskID date     time lead time
0           20220716 0600 168      
1           20220716 1200 168      
2           20220716 1800 168      
3           20220717 0000 168      
4           20220715 1200 168      
5           20220715 1800 168      
6           20220716 0000 168      
7           20220716 0600 168      
8           20220716 1200 168      
9           20220716 1800 168      
10          20220717 0000 168      
11          20220717 0600 168      
12          20220717 1200 168      
13          20220717 1800 168      
14          20220718 0000 168      
15          20220718 0600 168      
16          20220718 1200 168      
17          20220718 1800 168      
18          20220719 0000 168      
19          20220719 0600 168      
20          20220719 1200 168      
21          20220719 1800 168      
22          20220720 0000 168      
23          20220720 0600 168      
24          20220720 1200 168      
25          20220720 1800 168      
26          20220721 0000 168      
27          20220721 0600 168      
28          20220721 1200 168      
29          20220721 1800 168      
30          20220722 0000 168      
31          20220722 0600 168      
32          20220722 1200 168      
33          20220722 1800 168      
34          20220723 0000 168      
35          20220723 0600 168      
36          20220723 1200 168      
37          20220723 1800 168      
38          20220724 0000 168      
39          20220725 1200 168      
40          20220725 1800 168      
41          20220726 0000 168      
42          20220726 0600 168      
43          20220726 1200 168      
44          20220726 1800 168      
45          20220727 0000 168      
46          20220727 0600 168      
47          20220727 1200 168      
48          20220727 1800 168      
49          20220728 0000 168      
50          20220728 0600 168      
51          20220728 1200 168      
52          20220728 1800 168      
53          20220729 0000 168      
54          20220729 0600 168      
55          20220729 1200 168      
56          20220729 1800 168      
57          20220730 0000 168      
58          20220730 0600 168      
59          20220730 1200 168      
60          20220730 1800 168      
61          20220731 0000 168      
62          20220731 0600 168      
63          20220731 1200 168      
64          20220731 1800 168      
65          20220801 0000 168      
66          20220801 0600 168      
67          20220801 1200 168      
68          20220801 1800 168      
69          20220802 0000 168      
70          20220802 0600 168      
71          20220802 1200 168      
72          20220802 1800 168      
73          20220803 0000 168      
74          20220803 0600 168      
75          20220803 1200 168      
76          20220803 1800 168      
77          20220804 0000 168      
78          20220727 1200 168      
79          20220727 1800 168      
80          20220728 0000 168      
81          20220728 0600 168      
82          20220728 1200 168      
83          20220728 1800 168      
84          20220729 0000 168      
85          20220729 0600 168      
86          20220729 1200 168      
87          20220729 1800 168      
88          20220730 0000 168      
89          20220730 0600 168      
90          20220730 1200 168      
91          20220730 1800 168      
92          20220731 0000 168      
93          20220731 0600 168      
94          20220731 1200 168      
95          20220731 1800 168      
96          20220801 0000 168      
97          20220801 0600 168      
98          20220801 1200 168      
99          20220801 1800 168      
100         20220802 0000 168      
101         20220802 0600 168      
102         20220802 1200 168      
103         20220802 1800 168      
104         20220803 0000 168      
105         20220803 0600 168      
106         20220803 1200 168      
107         20220803 1800 168      
108         20220804 0000 168      
109         20220804 0600 168      
110         20220804 1200 168      
111         20220804 1800 168      
112         20220805 0000 168      
113         20220805 0600 168      
114         20220805 1200 168      
115         20220729 0000 168      
116         20220729 0600 168      
117         20220729 1200 168      
118         20220729 1800 168      
119         20220730 0000 168      
120         20220730 0600 168      
121         20220730 1200 168      
122         20220730 1800 168      
123         20220731 0000 168      
124         20220731 0600 168      
125         20220731 1200 168      
126         20220731 1800 168      
127         20220801 0000 168      
128         20220729 0000 168      
129         20220729 0600 168      
130         20220729 1200 168      
131         20220729 1800 168      
132         20220730 0000 168      
133         20220730 0600 168      
134         20220730 1200 168      
135         20220730 1800 168      
136         20220731 0000 168      
137         20220731 0600 168      
138         20220731 1200 168      
139         20220801 0000 168      
140         20220801 0600 168      
141         20220804 0000 168      
142         20220804 0600 168      
143         20220806 1200 168      
144         20220806 1800 168      
145         20220807 0000 168      
146         20220807 0600 168      
147         20220807 1200 168      
148         20220807 1800 168      
149         20220808 0000 168      
150         20220808 0600 168      
151         20220808 1200 168      
152         20220808 1800 168      
153         20220809 0000 168      
154         20220809 0600 168      
155         20220809 1200 168      
156         20220809 1800 168      
157         20220810 0000 168      
158         20220810 0600 168      
159         20220810 1200 168      
160         20220810 1800 168      
161         20220811 0000 168      
162         20220811 0600 168      
163         20220811 1200 168      
164         20220811 1800 168      
165         20220812 0000 168      
166         20220812 0600 168      
167         20220812 1200 168      
168         20220812 1800 168      
169         20220813 0000 168      
170         20220811 0600 168      
171         20220811 1200 168      
172         20220811 1800 168      
173         20220812 0000 168      
174         20220812 0600 168      
175         20220812 1200 168      
176         20220812 1800 168      
177         20220813 0000 168      
178         20220813 0600 168      
179         20220813 1200 168      
180         20220813 1800 168      
181         20220814 0000 168      
182         20220814 0600 168      
183         20220814 1200 168      
184         20220812 0600 168      
185         20220812 1200 168      
186         20220812 1800 168      
187         20220813 0000 168      
188         20220813 0600 168      
189         20220813 1200 168      
190         20220812 1200 168      
191         20220812 1800 168      
192         20220813 0000 168      
193         20220813 0600 168      
194         20220813 1200 168      
195         20220813 1800 168      
196         20220814 0000 168      
197         20220814 0600 168      
198         20220814 1200 168      
199         20220814 1800 168      
200         20220815 0000 168      
201         20220815 0600 168      
202         20220815 1200 168      
203         20220815 1800 168      
204         20220816 0000 168      
205         20220816 0600 168      
206         20220816 1200 168      
207         20220816 1800 168      
208         20220817 0000 168      
209         20220817 0600 168      
210         20220817 1200 168      
211         20220817 1800 168      
212         20220818 0000 168      
213         20220818 0600 168      
214         20220818 1200 168      
215         20220818 1800 168      
216         20220819 0000 168      
217         20220819 0600 168      
218         20220819 1200 168      
219         20220819 1800 168      
220         20220820 0000 168      
221         20220820 0600 168      
222         20220820 1200 168      
223         20220820 1800 168      
224         20220821 0000 168      
225         20220821 0600 168      
226         20220821 1200 168      
227         20220821 1800 168      
228         20220822 0000 168      
229         20220822 0600 168      
230         20220822 1200 168      
231         20220822 1800 168      
232         20220818 1800 168      
233         20220819 0000 168      
234         20220819 0600 168      
235         20220819 1200 168      
236         20220819 1800 168      
237         20220820 0000 168      
238         20220819 1800 168      
239         20220820 0000 168      
240         20220820 0600 168      
241         20220820 1200 168      
242         20220820 1800 168      
243         20220821 0000 168      
244         20220822 0600 168      
245         20220822 1200 168      
246         20220822 1800 168      
247         20220823 0000 168      
248         20220823 0600 168      
249         20220823 1200 168      
250         20220823 1800 168      
251         20220824 0000 168      
252         20220824 0600 168      
253         20220824 1200 168      
254         20220824 1800 168      
255         20220825 0000 168      
256         20220825 0600 168      
257         20220825 1200 168      
258         20220822 0600 168      
259         20220822 1200 168      
260         20220822 1800 168      
261         20220823 0000 168      
262         20220823 0600 168      
263         20220823 1200 168      
264         20220823 1800 168      
265         20220824 0000 168      
266         20220824 0600 168      
267         20220824 1200 168      
268         20220824 1800 168      
269         20220825 0000 168      
270         20220825 0600 168      
271         20220825 1200 168      
272         20220828 0600 168      
273         20220828 1200 168      
274         20220828 1800 168      
275         20220829 0000 168      
276         20220829 0600 168      
277         20220829 1200 168      
278         20220829 1800 168      
279         20220830 0000 168      
280         20220830 0600 168      
281         20220830 1200 168      
282         20220830 1800 168      
283         20220831 0000 168      
284         20220831 0600 168      
285         20220831 1200 168      
286         20220831 1800 168      
287         20220901 0000 168      
288         20220901 0600 168      
289         20220901 1200 168      
290         20220901 1800 168      
291         20220902 0000 168      
292         20220902 0600 168      
293         20220902 1200 168      
294         20220902 1800 168      
295         20220903 0000 168      
296         20220903 0600 168      
297         20220903 1200 168      
298         20220903 1800 168      
299         20220904 0000 168      
